doc_id	sent_id	text	label
62	2	你是警察吗？你又不认识我，你怎能阻止我？	2
63	2	那咱改周五晚上成么？我请你们吃饭顺便给你们请柬	2
64	2	那些人拦道堵车到底是什么原因使他们做出这步？	2
65	2	各个时代的，从远古到明清，我是个历史爱好者，很对我的胃口。	1
66	1	参加国考面试，尤其是中央部委的千万好好研究一号文件啊。	0
67	2	《联合国海洋法公约》生效1994年11月16日，《联合国海洋法公约》开始生效。	0
68	2	\\@DreamerW :痴人怎么老当开场啊?	0
69	5	路虎揽胜极光Evoque敞篷版，维多利亚·贝克汉姆参与设计?	0
70	2	天啊，你敢找别人我就叫你订机票让我去宁夏杀你。	2
71	2	\\@Henecia-薏菡 : 早就发现这个了，没看点@魔王慕木賢	0
72	2	@長楽未央 @只__看微博不常微脖的Lr @唯宇独秀儿  @360团 DHC卸妆油出限量版啦！	0
73	1	某人端午节单位发了一张某超市购物卡，一桶油，一箱咸鸭蛋（48个），一箱皮蛋（45个）……	0
74	1	2013年3月去了传说中的香格里拉，季节没选好，草枯花谢，雪山的雪也很稀薄，或许以后还得再去一次。	1
75	1	真是太有共鸣了，要不是看这俩演员真不看了	1
76	1	今天出克吃的螺丝粉,木有煮咯,下次煮喊你来.	1
77	1	来真的啊！我只要丰叔就无所求…你家聪我远观成么	1
78	2	翻个身，手机从二层床掉下去，身首异处，三星手机真抗摔。	2
79	4	\\@doer-a :啊啊啊啊啊啊@Lulujune @yoyo_yolanda	0
79	6	\\@Mondschein :卧槽 2012啊！	2
79	10	古蒂将会和劳尔并肩作战！！！！	1
80	2	我这体格，先减掉30~40斤再买包比较靠谱！	1
81	2	如何救？我要救我的孩子，一个刚刚上学的孩子！	2
82	2	什么时间呀，我只知道今天有，但是不知道几点啦	2
83	7	费翔表演《故乡的云》http:\\t.cn\z0FZYFI 费翔再次登上春晚的舞台，曾经的回忆您是否还记忆犹新呢？	1
84	2	不要吓领导，吓坏了以后新闻里只报道领导看戏	2
85	2	始建于1086年的古镇周庄，是中国江南一个具有九百多年历史的水乡古镇，	1
86	4	锁定@辽宁卫视 @江苏卫视 ，引爆你的笑点！	1
87	1	南京总统府景区感觉跟庐山的差不多，就是这里也有太平天国的一些东西。	0
88	2	过去的汉王府、江宁织造府、保留了江南园林风格又有现代的建筑。	0
88	3	孙先生和蒋先生工作生活过的地方。	0
89	1	我带吃鸭脖子..双手没空出来,才让她有机很趁	1
90	3	我猜首金是射击项目@Mark84 @星心康 @lovepuff  @九阳网上购物	0
91	2	哈哈哈，从此上海马路上又多了个开碰碰车的。。	1
92	1	看见瀑布，心中就会回荡起西游记的片尾曲……	1
93	1	那个司机真的挺帅不过人家结婚啦你就别念叨了。	2
94	12	中国网事记者对浙江、湖北、上海、重庆、青海、安徽六省市“闯黄灯”执法情况进行了调查。	0
95	9	\\@切总 : 比起老崔，春晚他算个P啊！	0
96	5	【奥运-莎娃@MariaSharapova 进决赛剑指金满贯】	0
97	2	他们自己做的那些饭是给人吃的麽？真受不了…	2
98	1	听说是阳光明媚的时候，阳光照射到湖里，湖面反射的光呈现不同颜色。	1
99	1	这里是南海观音的内部，这个位置相当于她的莲花座的地方。	0
100	2	我是搞培训的，当然了解一些心里学了，怎么了？	2
101	2	我没节食啊！只是吃饭吃个七八分饱，不吃太涨了…	1
102	1	给照片看看！要是每天光吃吃喝喝不上班多好。	1
103	3	——看到诗词我的灵魂的博文《[原创]苏幕遮》有感而发的评论。	0
104	1	once a red，always a red  @新浪体育	0
105	1	我叫伊出来碰头还不肯，哼哼！你们碰头也不叫我	2
106	1	好大啊！还以为是奥林匹克运动场呢，你们新建的？	1
107	5	伦敦奥运开幕式和2008鸟巢开幕式有何不同？	0
108	1	亲，我已经付款，啥时发货啊，那款益若翼的杏仁	2
109	1	而且我觉得香港还是香港！真的和中国没什么关系。	2
110	2	哎，是啊，可是在靠窗和中间位置里选，我还是选了靠窗	2
111	2	上午8:30到达漠河县，吃吃喝喝后继续向北进发。。。	0
111	3	10:50到达中国最北行政村---北极村！	0
112	4	1月23日，已由大理州旅游产业领导组办公室发文转承大理市人民政府办理。	0
112	5	目前，大理市和大理旅游质监所正进行调查。	0
113	5	\\@容中尔甲 :@星时代杨钰莹 @音乐人陈小奇 @李广平 @杨丽萍 @萨顶顶 ……	0
113	7	还有谁看了开幕式的同学请举手  @柔柔柔小宝 圣火再度点燃！	0
114	4	下雨天，爸爸或妈妈骑车带着我们，身上穿着雨衣，就会让我们钻到雨衣后面，搂着他们的腰，我们还会不停的问“到哪儿啦？	0
114	8	#端午节了，父母不在身边的记得打个电话#	0
115	2	我在家你打雅安号太贵了成都号我漫游我不想要成都号了	2
116	1	鼓楼的后背正对着回民街，与钟楼也只隔100米相望。	0
117	2	它们把学校搞乱了，把班级搞乱了，还要把学生搞乱	2
118	2	是电视台的。咱台的王旭在中央台华夏之声。	2
119	2	我擦，又他妹的航空管制。大半夜的，管制你妹	2
120	1	你看它又没有毛毛的须须，公蚊子不吸血的~	1
121	1	【英国女王将于7月27日宣布伦敦奥运会开幕】	1
122	1	石阶上，游客接踵而至，热闹非凡。	0
122	2	前山多庙宇，走几步就有个道观，香火很旺。	0
122	3	前山还有很多题词，也不知是真是假，一会在这块石头瞧见有几行诗，一会又在那块崖壁上看到几个大字，文化气息很浓。	0
122	4	前山还多古树，从收费处一路走上来就看到好几棵千年古树。	0
122	5	这里还是传说中八仙之一的张果老修炼的地方。	1
123	2	直奔辩经场，辩经时间是下午15:00-17:00点。	0
123	4	从门票上来看，至少有三个辩经场。	0
124	1	南海海上观音离市区很远，离亚龙湾更是从南到北那样。	0
125	3	\\@销魂的道哥 :@snow_is_me  @CCTV5体育新闻	0
125	6	图片为贝克汉姆在央视新址38层的观景平台。	0
126	4	@张本 @刘婷 @谭咪咪咪 @洪思思聊斋 @喻伟民 @止羽 @钱从慧 @nomi @游鱼丝饭团猫sushicat 还有没在照片上的@国欢 @程飞尘 和@正版于洋 @柯小璐 @April青猫	0
127	2	看来车里备点吃的是对的！下次你也备点！节日快乐！	1
128	4	”春晚郭德纲相声的包袱点到了公款报销之害。	0
129	1	您啥时候给我打个包邮过来行么，跑顺丰快一点	1
130	10	”（新浪体育）PS:让英国佬自己啃金牌玩儿去吧！	2
131	4	我们到北极村的时候已经是半夜12点了，虽然很累，但我还是忍不住，抬着头望向天空，一直看一直看……	1
132	2	和我他爹一起的时候没哭，我刚才去探班的时候哭了	2
133	2	东方角鸮，你不睁眼睛我也看得到你，小样！	1
134	2	是啊，雷死了，还非要把自己的食物拿来给我们吃…	2
135	5	播出还有8个多小时，@都市频道 邀您共赴奇幻之旅！	0
135	10	2月8号20:15，@都市频道 邀你共赴奇幻旅程！	0
135	11	（重播时间2月9日20：15、2月14日21：48、 2013年2月24日13：36）	0
136	7	【预告：正月初一晚19:30，江苏卫视、东方卫视、北京卫视等春晚一一登场】	0
137	1	鼓楼与钟楼是相对的，从钟楼下来不远处就是鼓楼了。	0
137	3	里面展示了各种类型的鼓，让你身临其境感受中国的鼓文化。	1
138	1	房东既然那样了，你就把你们砸的稀巴烂。看他怎么租。	2
139	2	毕竟是历史的记录，看看帝王和他的女人们生活工作的地方。	1
140	1	#官员财产公示#一介草民不谈政治，官不贪那九不叫官了。	2
141	1	听说拉萨河以前从布达拉宫前经过，后来改成广场。	0
142	1	姑娘你到底是梧州的还是百色的啊~多国混血啊	1
143	1	北京家乐福大钟寺店一桶标价18.6元的食用油，结算时，购物小票上的价格竟变成76元，高出3倍多。	2
144	3	佟文洒泪：谁见我哭 那是擦汗｜今天凌晨，在夺得柔道女子78公斤以上级比赛铜牌后，佟文哭了。	1
145	2	刘翔奥运没有退路：110米栏争冠须达12秒90左右。	0
146	2	2012年结束的前三天，12月29日，我认识了你。	0
147	6	周涛当了主任之后 一直在等朱军和董卿搭档那句“中国中央电视台”啊啊啊啊…	0
148	7	目前百米赛跑的世界纪录是 9.58 秒，人类能在 9 秒之内冲过 100 米的终点线吗？	0
149	1	我出生在重庆，10岁时离开，在重庆的幼儿园离朝天门广场不远。	0
149	2	想起家乡就想起朝天门江面上的轮船！	0
150	5	Electric Electric Shock E-E-E-Electric E-E-E-Electric Shock…………	0
151	1	今年五一假期去的总统府，8点30分开始售票，排队的人排起长龙，包括网上买票的人取票也排起长队。	0
152	8	日前一段现场视频在网上曝... 播放 18	0
153	1	亲乃滴，咱同魔了好多年了，从学前班开始哈哈哈	1
154	4	色拉寺内共有五座大殿，我顺时针散步似的走走看看。	0
154	6	寺内人很少，游客不多，少数的藏民在大殿门前磕长头。	0
155	1	6月底去的，人不多，不要门票，随时要查身份证。	0
156	1	三亚南山海上观音从底座坐电梯到莲花台还要再多次钱。	0
157	3	[干杯][干杯][干杯][干杯]我吃！！！！！！！！！！！！！！！！	0
158	1	我们班貌似要换章鱼了耶~你们的段长狠难换掉丫。。	2
159	1	三星wave系列手机，拍照效果让你禁不住wow~	1
160	3	\\@韩剧疯子 :转发微博  @CCTVNEWS	0
161	1	这个岁数让我想到一个人，你猜是诺！猜中有奖！	1
162	1	@东方卫视广告营销部  @东方卫视番茄台	0
163	3	2013蛇年春晚将继续在一号演播厅内举行。	0
164	1	从深圳开车去的，花了60门票，全程无尿点！	1
164	6	中午11点开始登山，下午4点开车返程。	0
165	1	哇！好靓的皇后娘娘！沈小姐，穿越时空到了清朝了	1
166	5	阔别4年北京奥运会，2012伦敦奥运会即将开幕。	0
167	1	难怪和警察哥哥打交道比较多呢。挑个帅帅的。嘿嘿	1
168	1	告诉你你要是看到我背后那面黑色的罐印了你会吓哭的	2
169	2	是阿一年啦各奔东西啦我相册还有呢非主流阿！！	1
170	2	有这样的社长，该社的新闻的质量如何可想而知。	2
171	2	是的，三星制造了intel和ARM的chromebook，但是电池寿命呢？	1
172	1	最近怎么这么多丢电话的呢，我同学电话也丢了	2
173	2	一个两人啊，我就问下你们的意见，不是让你们检讨的	2
174	2	总之不好不坏吧，对历史人文不感兴趣的，门口驻足一下即可。	2
175	1	视频啊等到了終於...  @TerenceTwins http:\\t.cn\zYfljiw	1
176	1	色拉寺全称“色拉大乘寺”，藏传佛教格鲁派六大主寺之一。	0
176	2	与哲蚌寺、甘丹寺合称拉萨三大寺，是三大寺中建成最晚的一座。	0
177	8	@全球最愛言承旭家族 @周渝民贴吧 @吴建豪国际后援会VIFC	0
178	6	\@扑满_独自一人的圆舞曲 : 倪萍阿姨…	0
179	1	来踢馆的，紫菜包饭还有那个谁，你们想想办法呀	2
180	1	\\@花开08961匪哟 : 转发微博  @百威啤酒	0
181	2	\\@冬瓜严严 ：啊呀，怎么这眼神啊  @董卿后援团冬瓜团	0
181	10	2011年度第二轮录制第三天（晚上场）\\冬瓜团特派员： （@冬瓜婕婕 ）	0
182	3	@张瑞涵ZRH 我的微博和学生一起开学了。	0
183	1	今天不可能啦，我已经做好到晚上2点的准备了	2
184	1	两次不同的季节，一次是三月初春，租车前往，草原还没开始发芽，雪没完全融化。	0
184	2	一次是是11月深秋，跟团前往，彩林却并未呈现。	2
185	2	为啥我就这么像男滴？我客户看见我就喊我假小子！	2
186	1	一个道观接着另外一个道观，山上挺清幽的。	1
187	2	没有吧，我已经很久没有看到a股出现连续的局面了	2
188	4	\\@qq12315qq :无花果随处可见。	1
189	3	\\ @Sherry艾特墨尔本 :转发微博。	0
190	3	\\@青蛙公主落水中 :你的头像已经说明了一切。。。。	0
191	6	\\@侯宁 :懒婆娘的裹脚，和蔡明那个有一拼。	0
192	2	\\@Amor被卷福和期末虐成渣 :同光十三绝不！	0
193	1	可是除了腹中的胎儿，那5人没一个跟他有血缘关系的	2
193	2	哎，这是一直咕噜在我嘴边不肯说出的话，留德留德。	2
194	2	当然有啦嘿嘿。。来东安市场领取礼品吧么么	1
195	5	\\@Aurore_自爆装置回路未接通 :啧又见逆转？	0
196	1	朝天门位于重庆市中心，渝中区的东北角，出于长江和嘉陵江的交汇口。	0
197	3	风中飘过一朵哭泣的云，撕扯着六月的鳞片。	2
198	1	会啊，我们小区地下有馆，没事就去，但技术不咋地	2
199	1	从色拉寺的正门进入，沿着青石铺就的甬道直行至寺庙的腹心，便可到达辩经场。	0
199	2	辩经时间是下午的三点至五点，常常会有高僧在旁边指点。	0
200	1	真唱啊！姐姐我在上海给你发个信息吧~~祝你好运	1
201	1	广州的天气是这样的啦，在我们汕头就不会了	1
202	1	\\@kitty-love-Jelena :	0
203	2	\\@新浪科技 : 转发微博  @新浪视频	0
204	3	【视频-叶诗文罗切特最后50米冲刺对比】	0
205	4	，张玉霞将现场为我们重现邓丽君天籁般的声音。	1
206	1	北京动物园，亲子游必去的地方，带着孩子一起认识动物去！	1
207	3	\\@你他媽在逗我麼 : 又被翻出来了啊	0
208	1	照原路走回宿舍，再次感受三点一线的感觉吧！！	1
209	1	别在厦门被我看到，我会扛一块回去，摆家门口！	1
210	2	奶茶追陈升啊？？我要受刺激了。这不是真相吧	2
211	3	10月6日晚，看草根选手@天籁K歌 用户“LILO李莉”女唱男声震慑全场！	1
212	1	藏传佛教的喇嘛庙，雍正皇帝曾经的府邸，乾隆皇帝的出生地。	0
213	1	当年因为你成日同我讲野.搞到你自己成日比老鸡闹	2
214	1	1银1铜=260-180=80，2金+1WR=180=100+1银1铜，（金-银）+（金-铜）+1WR=100，设1WR＞=1金＞1银＞0.5*80=40，则（金-银）+（金-铜）＜1银+1铜。	0
215	1	总统府，门票￥40/人，闭园时间为下午六点。	0
215	2	离中华门不远，公车直达。	0
216	5	而按照历法，五月正是“午”月，因此“端五”也就渐渐演变成了现在的“端午”。	0
217	2	那是烧肉的清油和料，是植物油不是动物油撒！	2
218	2	个人觉得在观景远观则可，无需再花费80元的门票上到观音的莲花坐台，据去过的同事介绍，在莲花坐台上看反而看不到全景哦。	0
219	2	"据米兰体育报消息,迪?蒙特泽莫罗与意大利内阁副部长詹尼... """	0
220	3	8月3日晚22点，将进行本届奥运会羽毛球混合双打金牌赛。	0
220	6	本次竞猜截至8月3日22点整决赛开赛前！	0
221	6	这段话送给谁呢,贝克汉姆,欧文等等。	0
222	3	\\@clsuper :奥运会欧洲才2名额？？？	0
223	1	千万不要穿着裙子去爬这一段路，真的是整个张家界最陡最险的一条路了。	2
224	1	🎪布达拉宫广场到达拉萨的第二天早上，就去广场上耍一番了。	0
224	3	那天早上人不多，太阳也不是很烈。	0
224	8	📍地址就是布宫正前方	0
225	1	\\@马云路6 : 转发微博  @相声演员刘彤 三叔离开我们整整五年了。	0
226	6	\\@Yuki-Love-517 :  @央视综艺	0
227	1	就这个了，以后我们还要常常一起逛超市啊女人！	1
228	2	在8月5日“风云组合”将伦敦奥运会羽毛球赛场上的最后一枚金牌收入囊中的一刻，中国羽毛球又一次将历史书写--包揽奥运五金。	1
229	1	\\@卿-建宇527-nutrilite :	0
230	8	原文评论[52]转发理由:在这个股市里混的，从上到下，从外至里，都是故事大王，和骗子无异。	2
231	4	“端”有“初始”之意，五月又作“午”月，因此“端午”意为五月初始。	0
232	1	去南华寺顺便去丹霞山，丹霞地貌的确很特别啊。	1
233	2	由杭州市美食文化品牌促进会主办的“饮食安全与美食品牌：2012杭州大众餐桌国际论坛“即将在11月下旬举办。	0
234	1	#三亚春节宰客# 太黑了，和谐社会就这样	2
235	1	转发微博  @EXO-M全球粉丝汇 M队北京三日行程：1.8湖北春晚录制。	0
236	2	刚刚你走了,他们就招呼我了啊,你还是回来吧哈哈哈	1
237	4	35只个股累计净流入资金为4.89亿元。	0
238	1	【海监职位零报考？7453人报名争95个名额】	2
239	5	海拔高差　666米(1296米-630米)，全程4.3公里。	0
240	1	记得去的时候这个大足石刻有两个景点，因为时间关系只去了一个。	0
241	2	东至棒棰岛，西至星海广场,途径老虎滩、金沙滩等若干人气地段。	1
242	2	没逛街丫~超市买牛奶~我好久好久没逛过街了~	1
243	1	又是一个必去的地方，二十元背景，兴坪漓江。。。。	1
244	4	不知道是高原反应还是什么，总让我有屏吸的感觉。	2
245	1	湖光山色，斗拱小桥，山光树影，相应成趣。	1
246	3	\\@随便丸丸卍Viking ：哈哈哈哈~！	0
246	5	@罗罗布 【上联：饮雄黄，和龙舟大哥汗流浃背 &amp;	0
246	9	【下联：挂艾叶，帮粽子小姐宽衣解带=3= 【横批：放假三天！	0
247	2	2000年的那位，92年亚运会7位服用禁药…	2
248	4	第二波 在发布春晚微博的数据来源中，移动设备占据了67.67%的份额。	0
249	2	人家成天在地铁里穿梭，夹着京华时报，演知识分子~	2
250	2	我后天回我妈那，有时间找我去啊，回去给你们打电话！	1
251	1	起初看成了本市……心想我们的领导干部终于醒悟了啊	2
252	1	屈臣氏的3M口罩竟然全卖光光了，只好买个普通版来做做心理安慰啦，雾霾明天见，雾霾天天见💤	2
253	1	很有气息的一座江南小镇，报了个一日团，好像才花了100多一点点。	1
254	1	南京求学期间，至少去过两次。	0
254	2	里面有一些历史文物的展览，站在里面，想着半个多世纪之前，在那里发生过的一切，有一种特别的感觉。	1
254	3	2011年那时候的门票隐约记得是60元左右...陪父母一起去看的。	0
255	2	你打电话问问，目前我没发现有在线咨询的方式	2
256	2	那就得去问问武帝本人或者《汉武故事》的作者了吧？	2
257	1	\\@不解释你懂啦 : 转发微博  @协和医院疤痕科	0
258	1	阿里山五奇：日出，云海，铁路，森林，晚霞。	0
258	2	除了日出和晚霞，我也算是体验了其他。	0
258	5	步行到神木车站，坐火车下山（5分钟），就这样，阿里山的游玩算是结束了。	0
259	1	举个栗子：乐视vs中国平安，前者“艰苦创业”至今却“声名狼藉”，后者业界翘楚名利双收。	2
260	1	你刚知道啊，这是真的。不知道这种三者险能否报销。	2
261	1	不晓得为啥，看到你这条评论害我笑了半天。	1
262	3	唱歌声、叫好声，觥俦交错中整个大厅high翻天！	0
263	1	早上下了火车直奔黄鹤楼，但是只是远远的眺望了一下。	0
263	2	下午逛的时候近距离的看了下楼的全貌	0
264	1	帝都终于刮风了[微风]让雾霾尽情的散去吧[鼓掌][鼓掌]#北京雾霾#	1
265	1	香港艺人卫诗6月26日将见证主的大爱，请代祷	1
266	1	陪着小朋友一起看动物，一起学习知识，不能更赞了。	1
267	5	景区游览不必走回头路，如果自驾车，也没关系，打个车回去，也不远。	1
268	8	特别节目的微博互动之团队人气微投票 开始啦！	1
269	4	"祭堂是访宫殿式建筑，门额上刻有""民族 民权 民生""，中间是总理的坐像，祭堂里的大理石上还刻有《建国大纲》全文。"	0
269	6	"让我不禁想到了""南朝四百八十寺，多少楼台烟雨中""这句词。"	1
270	3	鹏菲分手， 梦鸽护子， 汪收小章，汪峰头条，继承者们， 爸爸去哪。	0
270	4	黄鸭巡游， 棱镜窥私， 不要姑父， 徳拉驾崩， 雾霾蔓延。	0
271	1	我在你通知的前一步。已经发围脖通知我的微友们了	1
272	2	法院裁定，冻结贾跃亭名下5.1亿股乐视网股票，以及乐视控股??	2
273	1	到了北京，故宫是必游景点，看看故宫那斑驳的地砖，感觉历史的沉淀。	1
274	2	为什么啊？不就上班了吗！我还得回去读书的！	2
275	8	照片中的老爷爷今年已经105岁了，老奶奶也101岁了。	0
276	8	130131 KBS Joy &amp;	0
277	3	有种活着诗里的感觉：烟笼寒水月笼沙，夜泊秦淮近酒家。	1
278	1	从一个码头到达另一个码头，沿途有很多景点，空气清新。	1
279	13	2月24日正月十五晚20点06分，中央电视台综合频道与综艺频道并机播出。	0
280	2	哈哈哈~~既然送我积分我就先用着吧，兑换之后再说咯	1
281	7	@天蓝团团 央视网络春晚CUCN201部分~	0
282	1	陪你去看流星雨落在这地球上  @新浪娱乐	0
283	5	《中田英寿：踢球如果只是为了挣钱，我就不踢了》。	0
284	1	居、居然趁木有网的时候出本子！什么时候有预订！十	2
285	1	\\@Everstronger_Li :	0
286	2	我现在还在医院守到在。唉，再也不想开车了。	2
287	1	【乐视非上市系金融借款140亿元公司称资产逾300亿元够还债】《证券日报》记者从乐视投资人处获悉，目前乐视非上市体系欠金融机构的款项总计138.5亿元，并非是如外界所传负债600多亿元云云；	2
288	2	看来腐女跟非腐女之间笑点也相差甚远的！！！	2
289	1	春晚魔术解密： 刘谦《幻镜》魔术，纯属视觉游戏！	0
290	2	这不是你南总哒作风！你不损我太阳就不升了	2
291	1	【逾150万人报名“国考” 132个职位无人问津 】	0
292	2	真受教啊！这招为什么当年马姐不教我？以后就这么干！	1
293	1	是啊，昨晚发烧到38度！你撒时候回来啊？	2
294	1	俺的假期没了呢！今年过年咱们去丹家混饭切~~	2
295	4	【极光维多利亚限量版上市 售988888元】	0
296	7	"Aug 29th David Beckham takes his sons Brooklyn, Romeo and Cruz to hit the surf and sand in Los Angeles """	0
297	1	啊！回来啦！咋不像组织报备呢？待到什么时候	2
298	3	十年》，《民国衣冠：风雨中研院》，《人与土地》，《父亲那场永不止息的战争》。	0
299	1	青城山之所以被列为世界遗产，不是因为它的山水，而是因为它的建筑。	1
300	4	能不能不给我们家王菲弄个那个大妈的造型！	2
301	5	上篇是综合研究篇，中篇是石窟营建研究篇，下篇是个案研究篇。	0
302	7	@老宁小冉 @孙野良子 @李岱珂 @RuiRui420 @演员肖肖 @太极明山 @张媛Theatre	0
303	2	宝顶山石刻有很多生活化的造像，颇似公元12世纪至13世纪中叶间（宋代）的一座民间风俗画廊。	0
304	3	而且榕树湾更有气氛，也可能是傍晚的缘故，大家休闲的喝酒聊天逛小店，真有常驻不走的念头。	1
305	4	\\@郝彬评弹 :乐得我抽了几根烟琢磨。	0
