doc_id	sent_id	text	label
22	1	@李江博 据说春晚共在32家电视台直播，杨坤终于在2012年12点之前兑现了自己的诺言。	0
23	2	刚印出来，终端到货得十天半月的吧，我不知道。	2
24	1	话说，今年这个春晚的舞台怎么这么八十年代？	2
25	5	本山的封山作品《有钱了》结束了，未来我们在春晚小品的舞台上再也看不到他！	2
25	8	最后大家给本山大叔今晚的表现打个分，给在小品舞台上20年的本山大叔打个分吧！	0
26	2	是嘛,最近状态怎么样?比赛是个人的还是团体的呢?	2
27	1	时间才早上8点过一点儿，总统府前已经排起了长队，参观大门似乎还没有开。	0
28	2	我们虽然到了但是是下午了所以不能进去参观。	2
29	1	哈哈哈。三姐肯定睡切了！不然早就扑过来咯。	1
30	2	. 直通春晚五强出炉 12月23日 19：30《直通春晚》8进5决战上演，八组选手经过三轮比拼后产生年终五强。	0
31	1	快点找个小美人沟了吧，然后让我的生活又有了动力	1
32	1	恩恩，你也是会计专业？我们是不是认识的？	1
33	5	@香港国际星_世纪博湾 @嘉扬舞度-JYD舞团 @Twinsbaby粉丝后援会 @枫夕驿站 @杨林LinkYang	0
34	2	爪子嘛你现在修炼得是看不懂中文还是听不懂人话了嘛？	2
35	2	最初是唐代滕王開始興建，歷經滄桑，經過29次重建後，現在的滕王閣早就不是當初的模樣????現在更像是歷朝歷代的藝術歷史展示廳...歷史痕跡只能從那些名畫中自己體會了	2
36	2	不懂他最近又再泡哪个呢。。。好久没声音了	2
37	1	我愧为襄樊人，我真的以为这是万达门口，哈哈哈~	1
38	1	我也是这样觉得……姐姐你现在越来越晚睡了	2
39	2	在这里有通向4个方向的路口，所以叫做四方街。	0
40	3	\\@biubiubiu变四有我男神 :	0
41	1	漓江位于华南广西壮族自治区东部，属珠江水系, 酷似一条青罗。	0
42	4	这是冯喆在伦敦奥运会上拿到的第二枚金牌，也是中国体育代表团在伦敦奥运会上得到的第32金！	0
43	3	在Sir Tim John Berners-Lee出来之后。	0
44	3	附近大学里的学生们也经常来逛逛，公园附近总有人吉他弹唱。	1
45	2	是啊，被疯狗咬了，反正咱们不能再去咬疯狗了，	2
46	1	他爸抱着他呢！被他俩看笑话。哎，我现在只能坐半边	2
47	2	海天之间，这里有渔舟唱晚，浪逐沙滩，更有晨钟暮鼓，宏寺佛香。	1
48	1	噢，俺上次也是在吃得正欢的时候被破纪录滴。	1
49	1	太形象了。这那是亩老虎啊，明明是老母鸡啊	1
50	3	\\@柏得君心 :  @2014网络春晚	0
51	4	1986版《西游记》里，她饰演唐僧的母亲。	0
52	1	还记得我们的东湖之约不到时我们就这样玩儿好不好	1
53	1	死仔，有你锦样讲野啦？你地五地我系乃谁先？	2
54	6	尤其是說這些話的是另一位聖誕老人，更讓我摸不著頭緒。	0
55	2	待慢没马上回，因我这几天刚回英国特忙累。	2
56	1	这姐的要求已经疯传了一阵子，不敢苟同，无可评议。	2
57	5	@董路 @黄健翔 奥运会 奥林匹克运动会（简称奥运会）(Olympic Games ào lín pǐ kè yùn dòng huì) 是国际奥林匹克委员会主办的包含多种体育运动项目的国际性运动会，每四年举行一次 话题详情 2350	0
58	1	\\@super_俗 :2012，我们还要rock and roll！！！	0
59	7	我最后问拉瑟福德：“您认为康伟最终找到香格里拉吗？	0
60	4	@庞龙 今晚19：30分cctv-3，?	0
61	3	中国队包揽本届奥运会羽毛球项目所有金牌。	1
62	2	这还差不多。限购长期化这一政策你怎么看？	2
63	1	挺有感觉的小镇，早上有集市，卖当地的小吃。	1
64	2	在2012年j.d.power销售满意度（ssi）调查中，一汽大众奥迪再次荣登榜首；	1
65	1	我也在看，现在那男的一个人三种声音也蛮行的	1
66	10	金水桥，陶然亭，什刹海畔踏歌行，北京人北京情，身份证头里是110&quot;	0
67	2	那阿寄不卯起来灌你还就真对不起你这种说法。	2
68	1	不是这个筛子啦！色子啦！这可是我的发饰呢！	1
69	2	满姐姐快红吧一大票的人等着呢。赶紧的啊!!	1
70	2	得，看来有人得了失忆症了，大学的事还是别和你提了。	2
71	1	转发微博  @我爱科比论坛 此人33岁，职业生涯已打完15年，看看他在过去四个赛季的出勤率：本赛季打满92场（包括10场季后赛）；	0
71	6	职业生涯共打了21186分钟，15个赛季有7个赛季打满82场常规赛。	0
72	8	在刚刚结束的伦敦奥运会乒乓球女子单打决赛中，李晓霞4:1力克丁宁为中国军团夺取第15金。	1
73	3	25日，赵本山徒弟@程野 在微博中晒出一张赵本山多年前演拉场戏的海报。	0
74	2	没有，因为对不了解的茶品，实在是不敢乱加尝试。	2
75	1	怎么感觉我已经跳出三界外，不在五行中了……	2
76	2	啥时候贱银和我吃个饭啊哥们换车了赶在那个贱银之前	2
77	3	200元押金，20元/2.5小时，超时会扣费。	0
77	6	尤其是江南园林的风景，来来回回转了两圈。	1
78	1	【贾跃亭或被逼上绝路：乐视融资自救成疑卖地将成救命稻草】#贾跃亭被指庞氏骗局#今年以来，公开和贾跃亭“撕破脸”的供应商名单不断加长。	2
79	2	谨以此话献给“阵亡”在堵车战线的兄弟姐妹们。	2
80	2	\\@AshleyDawson0622 :OMG	0
81	1	哇，透露一下这个大队长姓什么，我认识不？	2
82	2	我要是这个英语老师马上就拿块豆腐碰死~~	2
83	5	江苏卫视、北京卫视、东方卫视、广西卫视……	0
84	1	方丈,你今天去了哪里?怎么寺里悄无声息的.	2
85	1	这里是属于上海的CBD，金融中心，各式高楼林立，和外滩隔江相望。	1
86	8	刚踏足太平街，留给我最初始的印象便是灯笼高挂的石牌坊以及满地遍布的麻石路面，尤其是步行在这麻石路面上，让人有一种穿越回那个时代的feel，平添了几分历史沧桑感。	1
87	2	我到来！泉州的风还是那么大勒！有亲切感！	1
88	6	今晚17:10起，男子110米栏预赛即将开战，刘翔将在第六小组登场，时间为17:45。	0
89	2	谁叫你那天不出来啊，私信又不睬我不睬你了	2
90	6	4年过去了，他们中有7人即将出征伦敦奥运。	1
91	1	到达西藏的时候已经是晚上6、7点了吧，休息了一晚，第二天一早就爬起来，准备到布达拉宫广场。	0
92	1	\\@邱岳首 :砍就免了，来人啊，把他央视主持人的牌子给我摘了！	2
93	2	买的是哪一种啊，我觉得长颈鹿的冒似会好些的	1
94	1	2012伦敦奥运会 在基本没怎么看的情况下，就要闭幕了？	2
95	2	那天还是带病上场，当妈的是不是太狠了些啊？！	2
96	1	就网上买的，四千一百多，你不要我帮你香港买拉	2
97	1	前门大街是一个具有历史气息的地方，尤其是在夜晚，漫步在期间。	1
98	1	一年一次的“扑克奥运会”（WSOP）还有几天就开幕了。	0
99	4	有网友表示：英国人现在欠我们三笔帐:鸦片战争，火烧圆明园，还有就是伦敦奥运会。	2
100	3	阿代表队为田径选手马阿克洛非报了男子1500米和800米两项目。	0
101	1	蝴蝶早已不在，只剩下枯井陪伴着攒动的游人。	2
102	2	哈哈哈，你是不是最近不得我约嘴痒了哇，妹儿睡觉了	1
103	1	西安博物院位于西安古城西南角，馆内藏品不少，其中的2003年出土文物，一酒罐，存放着至今最早的酒，2000多年前的。	1
104	1	我家小王看了毛了，他拿着刀出去了啊，你别给他开门	2
105	3	佤族地区遍地可见的水牛头，看见它，你就知道已经进入佤族的村寨。	0
106	5	北京时间明天凌晨，国际奥委会第125次全会将在布宜诺斯艾利斯拉开帷幕，伊斯坦布尔、马德里和东京这三个各具特色的2020年夏奥会申办城市将在这里分出高下。	0
107	2	眼前的滕王阁已是第29代了，建了毁，毁了再建如此已经往复千余年。	0
107	3	“落霞与孤鹜齐飞，秋水共长天一色。	0
107	4	渔舟唱晚，响穷彭蠡之滨，雁阵惊寒，声断衡阳之浦。	0
107	9	滕王阁上望过去，颇有一副上海浦东的感觉。	0
108	2	我很穷的好不好~你第一天知道我是贫困学生？	2
109	4	#寻找James Blunt的中国搭档#	0
110	2	你那大白天的跟我这夜猫子聊天！你还让不让我睡觉了	2
111	3	\\@李小妮爱笑 :..............	0
111	6	\\@其实我是艺傻蛋儿 : 2333333	0
111	8	\\@空谷幽兰林太闲 :233333333333333333333  @李铁根	0
112	3	@榴莲童童 瞧人家这检验年会还有歌舞比赛大合唱，整的象春晚，有模有样的 我在	0
113	5	原文评论[16]转发理由:截至公告日，贾跃亭新增被北京市第三中级人民法院等轮候冻结股份数量35.85亿股股，轮候期限为36个月，占公司总股本179.72%。	2
114	2	【如何在单元格中打&quot;√&quot;？】	0
115	5	#《Last show》by Tannous#	0
116	1	和天安门广场很近，前方是步行一条街，有很多小吃的和卖小东西的地方。	0
117	2	还真是，莫非这两个拼爹的娃是莲英的后代？	2
118	1	\\ @青砖猫印 : 嘿嘿，裁判员的奥运会……	2
119	1	起亚k5常规保养motul81005w40人气王！！	1
120	1	清晨和夜晚的周庄，很安静，几乎没有游客，没有灯光。	1
121	1	四爷府现在成了一座庙，藏教的，很多人去烧香。	0
122	4	\\@宋茜吧_VictoriaBar : 2月4号，你又来了 GO~	0
122	12	(图片出处见水印)@宋茜-fx--victoria @FX_xiaoA @fx中文首站 @fx资讯台 @Fx组合吧_StepByFx @fx家族_fxfamily	0
123	2	现在踢球的水平简直和当年猴子的水平差不多了！	2
124	1	打人是不对的，得砍！！先把他油炸完后再埋	2
125	1	突然庆幸自己在北京了，和你在个城市，可以追随着你的脚步，呼吸着同样的空气（虽然是雾霾[嘻嘻]），儿子晚安	1
126	7	\\@V巫升堂 :  @巢中落满稻草灰 嗷嗷！！	0
127	2	@FIFA持牌经纪人杨巍 湖北华凯尔俱乐部引进洪都拉斯CM MARATHON俱乐部中卫QUIAROL ARZU阿尔祖，1985年3月3日，183CM。	0
128	1	去的不是季节，没有海鸥，就和一般的公园差不多！	2
129	2	5555，我还没看到最后一集，已经哭了闹	2
130	2	#英语非常道 English HaHa#	0
131	2	那边离机场有点远得嘛，就看看市内有没有呢	2
132	2	@创梦网络科技CEO陈永军 @申音 @王东竹  @伦敦奥运直通车	0
133	3	//分享网易新闻:《贾跃亭不再担任乐视控股有限公司法定代表人》贾跃亭不再担任乐视控股法定代表人@网易新闻客户端#网易新闻#	2
134	2	自己以为是从天上来到人间的，结果看着像…来的	2
135	1	大多数时间花在了船上，站在甲板上吹着风听着音乐远望。	0
136	1	坐景区的电瓶车进景区。	0
136	3	四月的阿里山樱花已经落了，只能零星的看到几朵。	2
137	1	端午节不就是比周末多一天么，又不是过春节，很无趣。	2
138	1	成人票门市价350元/人，小孩老人245元/人。	0
138	2	还有很多项目没开暂且不评论	0
139	2	摄影师：David Parker 点击播放视频。	0
140	1	雍和宫lama temple是我连着去过很多次的景点之一，香火很旺，外国游客很多，建筑保存也好。	1
140	2	想想这是雍正之前的官邸，感觉还是蛮棒的。	1
141	1	嘿…我们来讨论一下，我们到时候吃什么呗？	1
142	2	你找我，请致电，还围脖？真的有些过于控了	2
143	4	anyway its time to say goodbye!	0
144	4	乐视债权行不止招商银行，平安银行或涉数十亿敞口??	2
145	6	a152251e47f611e3b79d22000a9e5e12_101 播放 1	0
146	7	原文评论[440]转发理由:【招行回应冻结乐视12亿资产：多次催收无果后采取的法律手段】招商银行方面3日晚间回应，招行上海分行向法院申请资产保全，系乐视旗下的乐风移动贷款发生欠息、多次催收无果后所采取的法律手段。	2
147	1	三星i889功能强大,摄影、绘画无一不精。	1
148	1	\\@联通用户1795257435 : 万事如意，马年大吉！	0
149	1	在这张照片边上的楼顶喝过酒吃过饭，现在那个建筑还在。	0
150	2	马上就要跨入24岁的女人，我伤不起列。啦啦啦。	2
151	2	这本教材广东编的，再次证明这地方没文化！	2
152	3	法国女星苏菲-玛索将献唱中国春晚的消息给她代言的DS汽车带来了意外之喜。	1
153	3	＂今天又多了一条，把教师节看成生日。。。	0
154	1	那位吃相那么样衰的人是谁？旁边那位我倒认识	2
155	1	红旗插上总统府，记得以前上学时课本里有这幅图。	0
155	5	也许这就是我舍得花40块钱来看总统府的深层次缘由吧。	0
156	3	夏天绿树成荫，满池芙蓉笑脸迎客，是纳凉避暑的好去处。	1
156	4	秋天银杏梧桐落叶一地黄。	0
157	2	\\@柚柚柚柚柚柚柚柚柚柚柚柚柚纸- :	0
157	4	@伦敦奥运会的裁判组 我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼我是傻逼	2
158	2	我在黄寺店这边多，劲松那个也去，您在哪里呢	0
159	2	\\@雨雪霏霏花飞飞 ：转发微博  @晨曦的那杯摩卡	0
160	2	大厅中有马哥和副总统的人形立牌，马哥今天没在啊……	2
160	3	跟马哥合影的人拍成了一队	0
161	2	哈哈哈是额吖，门槛哈精，今年我们去哪里圣诞啊~	1
162	1	我到时候带个摄像机去。偷拍回来传给你看哈。	1
163	6	约500年前，孙氏祖先迁至江浙生活至今。	0
164	1	今年的主题原本就是搞基嘛，所以”羽泉夫妇”也没啥不对呀！	0
165	1	古德寺在中国有两个，其中一个在武汉的汉口。	0
165	4	但是，我觉得武汉的古德寺是非常适合外拍的。	1
165	9	而在立面墙上的圆窗和长窗，却是基督教堂的建筑样式。	0
166	4	@河南中原影视城 @老君洞景区  @洛阳市旅游局 去老君山	0
167	7	”一一伦敦市长约翰逊，未买到奥运会门票。	0
168	1	对的看出来了吧先来一招又是一招招招夺命啊	2
169	4	风情街现在是集逛街购物餐饮为一体的旅游好去处。	1
170	1	我去的时候是公司组织去的，感受就是我小时候的家小桥流水人家。	1
171	9	会看见很多的摄影爱好者Services：公共交通7路车就有啊~应该还有别的车子的。	0
172	1	公司简讯　　乐视控股：回应资产冻结，称起因为乐视手机业务融资贷款，抵押资产能覆盖债务。	1
173	1	@摩亚小摩亚 ，我在这边当伴郎，你在那边当新娘  @新浪体育	0
174	3	今年济南设置考点39个，青岛33个，淄博19个，烟台14个，泰安13个，济宁10个。	0
175	1	古德寺位于武汉北面，汉口江滩附近。	0
175	4	一位大妈在那边买门票，一张8元。	0
175	7	古德寺不大，寺内人也不多，文化旅游可能大于宗教活动，20分钟就逛完了。	2
176	2	1985年北京,广州,票价七元含磁带一盘。	0
177	3	朴泰桓的澳大利亚教练波尔和韩国代表团的官员进行了申诉，但是在观看了录像后，波尔也承认朴泰桓有移动的现象。	0
178	2	【体外诊断试剂巨头“赛默飞世尔”被罚没近80万元】	0
178	3	因为经营未取得医疗器械注册证的体外诊断试剂，行业巨头赛默飞世尔科技(中国)有限公司近日被罚没将近80万元。	0
179	3	@Light-Up-Your-World 你在看金鹰节开幕式吗？	0
180	2	有么？我有2天没发微博了？我是微博控耶！	2
181	3	该寺又称归化寺，距香格里拉县城5公里，是一座古镇规模的古堡群建筑。	0
181	4	于公元1679年（藏历第十一绕迥阴土羊年）兴建，公元1681年（阴铁鸡年）竣工。	0
181	5	五世达赖喇嘛亲赐名“噶丹·松赞林”。	0
182	1	10.20--10.21巴丹吉林沙漠两人，有拼车的吗，有拼车的请微信191707506	0
183	1	雍和宫是康熙赐予四子雍亲王的官邸，乾隆六年改为喇嘛庙。	0
184	3	那英穿Givenchy 2013春夏系列的白色套装亮相央视蛇年春晚。	0
184	6	配上这和去年春晚差不多的背景，远远看过去，还以为是王菲又来了呢。	1
185	4	是因为你是春弯上不多的有女搭档的那男表演者么？	0
185	5	”面对镜头，郎桑哭了：”我擦，节目组没告诉我这个钢琴有电！！！	2
186	2	还是抱点吧，物价上涨这快，再不涨我们怎么活啊	2
187	3	晚上在客栈天台上看星星，下午晒太阳，似乎才是生活本来的样子。	1
188	1	\\@静之天空 : 還沒過上年，你就已經瘋了	0
189	4	//@Ben宇:就俩小混混，真见血就蒙灯的货！	2
190	9	所有来观战的球迷和伪球迷，第二天上午不用上班哟！	1
191	6	请在这里发表观点，或登陆腾讯微信“中国之声”语音留言。	0
192	2	@郎咸平 『中国羽毛球队，请收回你们的道歉！	2
193	2	据腾讯财经援引知情人士消息报道，贾跃亭夫妇及乐视系3家公司的12.37亿资产于上周被司法冻结，引发业内高度关注。	2
193	3	显然，这对仍深陷资金困局的乐视而言，无异于雪上加霜。	2
194	2	真的改呢个名啊，我还米到家，还有大半路程	2
195	2	【在奥运会上射歪了两次的神射手今晚登场！】	0
195	5	今晚19:15，男子10米气步枪决赛，朱启南对阵埃蒙斯…	0
196	2	嘿嘿，这是吕硕走的前一天晚上一起吃饭拍滴	1
197	3	ps.@Questionsister 今晚我们不要异梦哈~~~~哇哈哈哈哈哈哈	1
198	1	除了岸边游客穿着不同，和多年前的场景真是无二。。。	1
199	1	\\ @携程旅游 :转给端午有出游计划的童鞋！	0
200	1	前门大街，也是很多美食的一条街，比如：全聚德，吴裕泰等等..	0
201	2	杂草还有，让我感受到了原生态的故宫！！！	2
202	3	\\@卿城_话筒 :转发微博  @董卿后援团冬瓜团	0
203	4	比赛中有台湾选手潘志芳登场，延续亚洲球员在MLB未来之星比赛中出场的记录！	0
204	2	@Ready-to-wear 贝克汉姆&amp;	0
205	2	是当年女孩和四重奏的胡吗个吗，好久没听到了	1
206	4	团队里的个人通常并不会将涂鸦当做是自己的作品。	0
207	1	玄武湖给我的感觉就是一般的湖，可能是因为去过西湖的原因吧。。	2
208	7	22日，邓鸣贺的爷爷证实，邓鸣贺确诊为白血病。	2
209	1	您的客户端怎么是时光机？时光机是啥东东？	2
210	1	啊哈哈哈~~就在买盒装纯牛奶的货架附近~	1
211	7	僧侣们三三两两自由组合，采用问答的方式辩经。	0
212	2	兄弟我在南普陀拜佛~为了拜佛有力量，先吃素斋~	1
213	4	\\@_Omi_ :主播，邪魅一笑=_,=	0
214	6	【视频：Mark McMorris Snowboard The Alli Show】	0
215	1	#电商问题#@电商头条【乐视网：贾跃亭所持股份被全部冻结】@吴蚊米【怎么样才能被纳入市场】【乐视网：贾跃亭所持股份被全部冻结】0【打造高效朋友圈】【乐视网：贾跃亭所持股份被全部冻结】1【品牌运营的重大转型】【乐视网：贾跃亭所持股份被全部冻结】2【产品改动前必须思考的四大问题】【乐视网：贾跃亭所持股份被全部冻结】3【从一个产品开始，把一个卖点讲好】【乐视网：贾跃亭所持股份被全部冻结】4【两个巨头的雄心】??	2
216	7	尤其是我们的强攻手：惠若琪、王一梅、曾春蕾、楚金玲。	0
217	1	福建土楼永定景区为世界文化遗产所在地、国家5A级旅游景区，位于永定县境内。	0
217	4	永定境内现存有圆楼、方楼、五角楼、八角楼等各式土楼30多种、2万余座，其中圆楼362座。	1
218	2	他过年时候寄的明信片。我到现在也没收到。估计没了。	2
219	2	你用果个表情影一张,呢张的表情搞到吾似了	2
220	1	前两天，我刚过完我9岁的生日，今天又过儿童节，好开心呀！	1
221	1	因为我们订的住处就在大栅栏内，所以就在晚上的时候逛了大栅栏。	0
222	1	簋 gui 三声 就是北京辣条簋街的簋。	0
223	1	当时足足逛了两个半小时才逛完，也许我逛的比较慢吧！	2
224	2	望京华联以前有现在四元桥边的麦德隆肯定有-，-	1
225	7	对于那些脑残粉来说，好像贾骗子他取了漂亮老婆，然后自己的老婆也会变漂亮，很是意淫。	2
225	8	从迹象看，过去这一年贾骗子用在汽车和亏损的资金应该只是少部分，大部分(至少近百亿)应该是被他洗出国然后无影无踪了。。。	2
226	3	考古发现3000多件佛像，时间横跨北魏到唐代各个时期。	0
227	3	它离重庆还是有一点距离，由于时间的关系，仅参观了宝顶石刻！	0
228	2	\\@BaiDu-Lay受吧 : 和网络春晚一起放进备忘录^^	0
228	3	\\@Wao_EXO国际后援会 :等呀等呀~	2
229	7	第二轮竞争投票在日本东京与土耳其伊斯坦布尔之间展开，结果日本东京获胜。	0
230	1	周六，东京在国际奥委会委员聚首布宜诺斯艾利斯市的会议上，被遴选为2020年夏季奥运会举办城市，伊斯坦布尔申办落败。	0
231	6	@武东博 媒体报道：电影《爷俩儿》山东临沂开机 http:\\t.cn\SZu9gC	0
232	2	我可是大忙人那有空管这些，姐姐你应该懂的啊	2
233	2	\\@SongIda : 全家福，因为你们让我觉得自己和伦敦奥运会有联系了。	0
234	1	【鲸视频】豪掷600亿救乐视买万达，“稳健投资孙宏斌”这回终于火了。	1
235	1	One Direction 2012伦敦奥运会闭幕式现场表演图！	0
236	1	2012伦敦奥运会将于7月28日凌晨4:00开始。	0
237	3	\\@会飞_的猪 :比如阿毛啊，阿龙啊，昌永啊	0
238	4	大佛铸铜约700吨，铜板面积达九千多平方米，约一个半足球场大小。	0
239	1	地区领导人办公的地方，只能在外边瞧，也看不出什么。	2
240	2	\\@绒小左 :@Elizabeth-見- @容miaow @藤真贝戋司  @电影工厂	0
240	4	春晚如果找华少做主持人的话两个小时就结束了。	0
241	6	【赵本山任2014央视春晚副总导演 兼语言节目总监】	1
242	1	@上海头条播报 我还以为这是朝鲜春晚呢！	2
243	1	啊啊啊啊啊啊啊啊啊啊好帅！！！！！！！！！！！	1
244	1	转发了蓝鲸财经记者工作平台的微博:孙宏斌当选乐视网董事长。??	1
245	1	哪里跟哪里啊，你以为老夫还跟你一个年龄层啊……	2
246	2	随着他们一起，进入布宫入口，也别有一番体会！	1
247	1	老湿，老湿你肿么了老湿，一地鼻血不要紧吗	2
248	2	目前还有一些展览，我记得有太平天国的一些历史事件的展览，宋庆龄女士的生平展览也在这里。	0
249	1	我今天发信息给你的时候你就因该知道啦哈哈哈！	1
250	1	杨总，我明早也是上海出发，有缘分北京相见	1
251	4	@zhouGeorge 郭德纲现身央视春晚终审！	1
252	2	郭德纲、于谦暨德云社2013&quot;	0
253	1	可是目前还有很多帐没收回前两天还有人问我借钱了	2
254	5	@丹东万达影城 我刚刚上传了一条视频： 冯、葛20年，留给80的回忆！	0
255	1	上次去的时候是晚上 可是人真的实在是太多了！！！！	2
256	2	@FBI的机密档案 思密达出手了。。。。	0
257	2	你啃骨头的时候不是啃的挺带劲儿的么。。。	2
258	9	原文评论[152]转发理由:建行这种行为属于干扰市场规矩的支配者，近年来，任何港股大暴跌的时候，建行都说他没有涉及，建行是在刷名气，干大动作	2
259	2	哼。我要是你老板就炒了你。叔叔。男人得有事业心	2
260	1	总统府里面不能拍照。	0
260	3	因为临近春节，所以我们还拿到了小马哥的对联和利是封。	1
261	1	#全国雾霾#深圳晚上空气都这么明朗清新，让你们羡慕嫉妒恨吧！	1
262	2	位于恩施通往大峡谷的必经之路上。	0
262	3	距离市区自驾20分钟，峡谷40分钟。	0
262	4	家里饮用水是从山上引下来的泉水， 也有自家田里的果蔬。	0
262	6	KTV房25元/时。	0
263	1	凌晨两点的帝都，谢谢老婆的口罩在雾霾天救了我！	1
264	2	明天再发一遍，今天只能算是预演，嘿嘿，么么	1
265	1	老丁，不知道你现在到哪了，这大半夜的还在路上啊?	2
266	5	有一些卖吃的小摊，不建议吃，一直到阳朔在用餐。	2
266	6	我当年是包了一艘竹船，大概四五百的样子吧。	0
267	2	\\@流浪猫__mahaiyan :端午。。。。。	0
268	2	\\@燃烧的鸡翅膀YAHOLO : 卧槽！	0
269	1	没有微博估计有些事件知道的会更晚一些~~	1
270	3	北京奥运会把鸟巢建筑工人的名字刻在每一根钢筋上，你们从来不记得 （转）	0
271	4	买票进去里面有很多导游拉客，20元一位，会给你个耳机。	0
272	1	兄妹三从佛山自驾过去，就是为了来海洋王国。	1
273	2	刘翔抵达伦敦备战奥运 - 和女粉丝合影。	0
274	3	无缘呀@神马雷雷会炖排骨ohyeah  @中韩娱乐星秀	0
275	2	消失的地平线，我的心里总是有着这句话，好像上辈子也记得这个名字。	0
276	3	錄影過春節 ARE U READY???	0
277	1	【建行称95%客户已恢复额度乐视前员工：我们决定去销户】7月26日，建行称95%客户已恢复额度。	2
278	1	\\@刘丹的微博 :不明觉厉  @罗昌平 这是谁总结的＞＞2008年奥运会，当年的申奥主席陈希同在高墙里；	0
279	5	\\@欧美人像控-占小超 : .........  @北京蒙娜丽莎摄影	0
279	8	原价18888，折后价5899，秒杀活动价：4999！	0
279	10	活动截止日期：6月12日，咨询电话：18611921990	0
280	2	哦，不过那些已婚已育的妇女同胞们手艺怎么样啊?	2
281	1	还真是出来了大众的1.4t发动机真是个神器了。。	1
282	1	雍和宫是康熙大帝赠儿子雍正帝的，孙子乾隆也是在这里出生的，因此这个地方出了两个皇帝哟。	1
283	2	不能不吃饭啊跟北京和浙江的高官的待遇差不多了！	2
284	1	10月13日进14日出，现有2人，有没有拼车的伙伴？	0
285	3	1993年，两名鱼民，烧死一船的台湾游客，创全球恶性事件！	2
286	2	记得好怀念…大学时一起看流星雨…下次不知何年何月！	2
287	3	@帕帕拉奇-老徐 2012,辽视春晚的颜色!	0
288	1	噗  @赵晓 凤凰网：1966年7月16日，73岁的毛泽东横渡长江。	1
289	2	咱们离得不远啊、几十公里、我这怎么还没下	2
290	2	周五我电话他看看他出来没然后给你们电话噢	0
291	4	在这里听一听各地高僧的修行之道，也是一种修行！	1
292	9	当我们不知不觉走到出口的时候，我还感叹，怎么就走完啦？	1
293	1	全部项目结束了，最终美国46金，中国38金，与我预测的美国45金，中国39金各差1金。	0
293	3	@蒋北麒 对伦敦奥运会中国队金牌的预测：39枚金牌，金牌榜老二。	0
294	9	原文评论[80]转发理由:回复@财经太极猫:老子就喜欢看这些臭傻逼私募秀智商//@财经太极猫:应该抓贾跃亭坐牢！	2
295	2	深夜档怎么组织？请你看电影还要给你加班费哎	2
296	3	滕王因为醉心于歌舞，得以历经四代帝王，得以修建滕王阁而流传千古。	0
296	7	一条赣江将南昌分成了昌北和昌南。	0
